127.0.0.1 - - [02/Jun/2023:07:33:55 +0200] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:41:27 +0200] "POST /biblioteka/ValidateOtp HTTP/1.1" 200 3421
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:41:32 +0200] "POST /biblioteka/newPassword HTTP/1.1" 200 3193
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:41:32 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:41:46 +0200] "POST /biblioteka/login HTTP/1.1" 200 3187
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:41:46 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:42:04 +0200] "POST /biblioteka/login HTTP/1.1" 200 3187
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:42:04 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:42:13 +0200] "POST /biblioteka/login HTTP/1.1" 200 3187
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:42:13 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:42:38 +0200] "POST /biblioteka/login HTTP/1.1" 200 3187
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:42:38 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:43:38 +0200] "POST /biblioteka/login HTTP/1.1" 200 11985
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:43:55 +0200] "GET /biblioteka/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:43:55 +0200] "GET /biblioteka/G_login.jsp HTTP/1.1" 200 3185
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:43:55 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:44:24 +0200] "GET /biblioteka/H_rejestracja.jsp HTTP/1.1" 200 2480
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:44:24 +0200] "GET /biblioteka/alert/dist/sweetalert.css HTTP/1.1" 404 799
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:44:24 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:45:04 +0200] "POST /biblioteka/register HTTP/1.1" 200 3192
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:45:04 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:45:27 +0200] "POST /biblioteka/login HTTP/1.1" 200 11985
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:45:31 +0200] "GET /biblioteka/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:45:31 +0200] "GET /biblioteka/G_login.jsp HTTP/1.1" 200 3185
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:45:31 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:45:35 +0200] "GET /biblioteka/forgotPassword.jsp HTTP/1.1" 200 3013
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:45:47 +0200] "POST /biblioteka/forgotPassword HTTP/1.1" 200 1883
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:46:01 +0200] "POST /biblioteka/ValidateOtp HTTP/1.1" 500 1463
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:46:31 +0200] "POST /biblioteka/forgotPassword HTTP/1.1" 200 1883
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:46:45 +0200] "POST /biblioteka/ValidateOtp HTTP/1.1" 200 3421
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:50:48 +0200] "POST /biblioteka/ValidateOtp HTTP/1.1" 200 3581
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:51:39 +0200] "POST /biblioteka/newPassword HTTP/1.1" 200 3193
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:51:40 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:52:05 +0200] "POST /biblioteka/login HTTP/1.1" 200 11985
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:52:11 +0200] "GET /biblioteka/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:52:11 +0200] "GET /biblioteka/G_login.jsp HTTP/1.1" 200 3185
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:52:11 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:52:13 +0200] "GET /biblioteka/forgotPassword.jsp HTTP/1.1" 200 3013
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:52:19 +0200] "POST /biblioteka/forgotPassword HTTP/1.1" 200 1883
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:52:36 +0200] "POST /biblioteka/ValidateOtp HTTP/1.1" 200 3581
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:52:50 +0200] "POST /biblioteka/newPassword HTTP/1.1" 200 3193
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:52:50 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:53:09 +0200] "POST /biblioteka/login HTTP/1.1" 200 3187
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:53:09 +0200] "GET /biblioteka/login.js HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:53:26 +0200] "POST /biblioteka/login HTTP/1.1" 200 11985
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:53:29 +0200] "GET /biblioteka/B_O%20bibiotece.jsp HTTP/1.1" 200 7213
0:0:0:0:0:0:0:1 - - [02/Jun/2023:07:53:30 +0200] "GET /biblioteka/C_Kategorie%20ksi%C4%85%C5%BCek.jsp HTTP/1.1" 200 24883
